Prot_Tax_ID	Coefficient	Correlation	Comparison	Kingdom
UP000001557_325240	0.5272998319570706	Kendall	code	Bacteria
UP000008221_351607	0.6376649130643645	Kendall	code	Bacteria
UP000000447_309801	0.6499276998540637	Kendall	code	Bacteria
UP000002572_653733	0.5640881923261686	Kendall	code	Bacteria
UP000030643_1329250	0.2781171002775063	Kendall	code	Bacteria
UP000002574_608538	0.4046719640600774	Kendall	code	Bacteria
UP000000449_218495	0.4046719640600774	Kendall	code	Bacteria
UP000008229_469383	0.6008765526952665	Kendall	code	Bacteria
UP000001558_323850	0.502774258377672	Kendall	code	Bacteria
UP000002586_156889	0.5518254055364692	Kendall	code	Bacteria
UP000000450_535289	0.5518254055364692	Kendall	code	Bacteria
UP000008291_292415	0.5518254055364692	Kendall	code	Bacteria
UP000001565_357244	0.465985898008574	Kendall	code	Bacteria
UP000034098_69370	0.502774258377672	Kendall	code	Bacteria
UP000002588_418699	0.5640881923261686	Kendall	code	Bacteria
UP000001566_32051	0.6499276998540637	Kendall	code	Bacteria
UP000002601_526222	0.5272998319570706	Kendall	code	Bacteria
UP000008315_1091494	0.4905114715879726	Kendall	code	Bacteria
UP000000467_1089553	0.4112169486803621	Kendall	code	Bacteria
UP000002608_398579	0.5395626187467699	Kendall	code	Bacteria
UP000030658_345341	0.5640881923261686	Kendall	code	Bacteria
UP000002631_347256	0.2020627281130886	Kendall	code	Bacteria
UP000001570_224308	0.3924091772703781	Kendall	code	Bacteria
UP000008320_205920	0.465985898008574	Kendall	code	Bacteria
UP000011220_1121335	0.4414603244291754	Kendall	code	Bacteria
UP000008323_59748	0.4414603244291754	Kendall	code	Bacteria
UP000002634_1263550	0.662190486643763	Kendall	code	Bacteria
UP000000492_662755	0.4057411124598246	Kendall	code	Bacteria
UP000006073_1189612	0.4573481204563437	Kendall	code	Bacteria
UP000002671_227377	0.5272998319570706	Kendall	code	Bacteria
UP000008326_290400	0.5763509791158679	Kendall	code	Bacteria
UP000008330_395492	0.5518254055364692	Kendall	code	Bacteria
UP000002676_257313	0.6008765526952665	Kendall	code	Bacteria
UP000011704_1266370	0.2706659809803833	Kendall	code	Bacteria
UP000008332_338969	0.5763509791158679	Kendall	code	Bacteria
UP000001572_293826	0.3678836036909795	Kendall	code	Bacteria
UP000006094_1128398	0.1879790798301276	Kendall	code	Bacteria
UP000001584_83332	0.6499276998540637	Kendall	code	Bacteria
UP000006230_314265	0.579545525280815	Kendall	code	Bacteria
UP000008456_940190	0.2756468060679234	Kendall	code	Bacteria
UP000001591_414684	0.5763509791158679	Kendall	code	Bacteria
UP000000504_903503	0.5518254055364692	Kendall	code	Bacteria
UP000008460_590998	0.5150370451673713	Kendall	code	Bacteria
UP000000528_272635	0.2652073306484289	Kendall	code	Bacteria
UP000000529_264201	0.465985898008574	Kendall	code	Bacteria
UP000008461_760192	0.3474338718249861	Kendall	code	Bacteria
UP000001596_311402	0.5395626187467699	Kendall	code	Bacteria
UP000000531_176279	0.3801463904806788	Kendall	code	Bacteria
UP000006265_1122247	0.6008765526952665	Kendall	code	Bacteria
UP000008520_420890	0.4112169486803621	Kendall	code	Bacteria
UP000008544_477974	0.5886137659055671	Kendall	code	Bacteria
UP000000532_300852	0.5640881923261686	Kendall	code	Bacteria
UP000011863_1313172	0.4979550016552393	Kendall	code	Bacteria
UP000008550_498761	0.5272998319570706	Kendall	code	Bacteria
UP000008558_441768	0.3801463904806788	Kendall	code	Bacteria
UP000008561_96561	0.5395626187467699	Kendall	code	Bacteria
UP000008614_685038	0.3123780011665394	Kendall	code	Bacteria
UP000008630_693979	0.5886137659055671	Kendall	code	Bacteria
UP000035170_34073	0.4761172104809587	Kendall	code	Bacteria
UP000008631_575540	0.5233670255931882	Kendall	code	Bacteria
UP000000534_292805	0.4537231112188747	Kendall	code	Bacteria
UP000006281_1179773	0.5515304777576171	Kendall	code	Bacteria
UP000008634_688270	0.298257487680576	Kendall	code	Bacteria
UP000001602_313603	0.3257644071711822	Kendall	code	Bacteria
UP000004664_697282	0.4486003076513041	Kendall	code	Bacteria
UP000000535_242231	0.5395626187467699	Kendall	code	Bacteria
UP000000537_312309	0.4782486847982733	Kendall	code	Bacteria
UP000008674_309807	0.5763509791158679	Kendall	code	Bacteria
UP000006294_698758	0.3338686178248173	Kendall	code	Bacteria
UP000008693_401473	0.4905114715879726	Kendall	code	Bacteria
UP000000545_306537	0.5640881923261686	Kendall	code	Bacteria
UP000006304_1133849	0.6292865426775238	Kendall	code	Bacteria
UP000000546_259536	0.5150370451673713	Kendall	code	Bacteria
UP000008701_290317	0.5763509791158679	Kendall	code	Bacteria
UP000000549_262723	0.315723012676701	Kendall	code	Bacteria
UP000008702_367928	0.5150370451673713	Kendall	code	Bacteria
UP000000555_273068	0.3924091772703781	Kendall	code	Bacteria
UP000008718_694427	0.1659850005517464	Kendall	code	Bacteria
UP000008720_643867	0.4735225469652655	Kendall	code	Bacteria
UP000000556_160488	0.6008765526952665	Kendall	code	Bacteria
UP000008793_634500	0.7235044205922596	Kendall	code	Bacteria
UP000000557_251221	0.6376649130643645	Kendall	code	Bacteria
UP000006371_342451	0.3801463904806788	Kendall	code	Bacteria
UP000006375_290633	0.6254021262746651	Kendall	code	Bacteria
UP000006377_402881	0.5150370451673713	Kendall	code	Bacteria
UP000000558_83334	0.5886137659055671	Kendall	code	Bacteria
UP000008808_314225	0.4905114715879726	Kendall	code	Bacteria
UP000006380_360105	0.4046719640600774	Kendall	code	Bacteria
UP000000562_36870	0.3556208169012801	Kendall	code	Bacteria
UP000006381_272621	0.429197537639476	Kendall	code	Bacteria
UP000008809_316058	0.5272998319570706	Kendall	code	Bacteria
UP000000566_435591	0.4169347508497767	Kendall	code	Bacteria
UP000006382_404589	0.5518254055364692	Kendall	code	Bacteria
UP000008812_243272	0.3409808536908371	Kendall	code	Bacteria
UP000006394_402612	0.3924091772703781	Kendall	code	Bacteria
UP000000577_243231	0.5518254055364692	Kendall	code	Bacteria
UP000000579_71421	0.4537231112188747	Kendall	code	Bacteria
UP000008815_395019	0.5395626187467699	Kendall	code	Bacteria
UP000008816_93061	0.3556208169012801	Kendall	code	Bacteria
UP000006552_76114	0.5763509791158679	Kendall	code	Bacteria
UP000006556_370438	0.5395626187467699	Kendall	code	Bacteria
UP000008825_404380	0.5395626187467699	Kendall	code	Bacteria
UP000006559_362948	0.3801463904806788	Kendall	code	Bacteria
UP000008838_378753	0.5763509791158679	Kendall	code	Bacteria
UP000006578_317655	0.5272998319570706	Kendall	code	Bacteria
UP000006583_795359	0.381150742007714	Kendall	code	Bacteria
UP000008840_522373	0.6254021262746651	Kendall	code	Bacteria
UP000008850_1082931	0.6017964012082683	Kendall	code	Bacteria
UP000006637_266117	0.662190486643763	Kendall	code	Bacteria
UP000008871_393595	0.5518254055364692	Kendall	code	Bacteria
UP000006640_469371	0.5763509791158679	Kendall	code	Bacteria
UP000002703_272943	0.5886137659055671	Kendall	code	Bacteria
UP000006647_265311	0.2904651716625649	Kendall	code	Bacteria
UP000008888_857087	0.502774258377672	Kendall	code	Bacteria
UP000008895_860228	0.1477885426693947	Kendall	code	Bacteria
UP000006683_550540	0.5150370451673713	Kendall	code	Bacteria
UP000008898_63186	0.2697813093733849	Kendall	code	Bacteria
UP000006691_1002809	0.222493680222005	Kendall	code	Bacteria
UP000008914_710696	0.5840212982376264	Kendall	code	Bacteria
UP000006693_243160	0.5640881923261686	Kendall	code	Bacteria
UP000008922_926569	0.5272998319570706	Kendall	code	Bacteria
UP000006695_351605	0.5150370451673713	Kendall	code	Bacteria
UP000008937_1042156	0.571660184721104	Kendall	code	Bacteria
UP000006697_204773	0.5640881923261686	Kendall	code	Bacteria
UP000001626_580327	0.3556208169012801	Kendall	code	Bacteria
UP000002706_246194	0.465985898008574	Kendall	code	Bacteria
UP000004675_439493	0.1999219207465852	Kendall	code	Bacteria
UP000006728_405948	0.5886137659055671	Kendall	code	Bacteria
UP000006732_338966	0.6008765526952665	Kendall	code	Bacteria
UP000006735_291331	0.6376649130643645	Kendall	code	Bacteria
UP000000580_262316	0.6254021262746651	Kendall	code	Bacteria
UP000006743_557723	0.5272998319570706	Kendall	code	Bacteria
UP000006810_496833	0.2399494896342927	Kendall	code	Bacteria
UP000002707_314315	0.4782486847982733	Kendall	code	Bacteria
UP000006820_247156	0.6254021262746651	Kendall	code	Bacteria
UP000006821_243233	0.6131393394849658	Kendall	code	Bacteria
UP000000582_196627	0.5640881923261686	Kendall	code	Bacteria
UP000006833_398580	0.5395626187467699	Kendall	code	Bacteria
UP000002709_319225	0.5763509791158679	Kendall	code	Bacteria
UP000006838_323261	0.6744532734334624	Kendall	code	Bacteria
UP000006843_326442	0.4782486847982733	Kendall	code	Bacteria
UP000006852_869209	0.1112468401110025	Kendall	code	Bacteria
UP000006854_953739	0.6376649130643645	Kendall	code	Bacteria
UP000006859_198628	0.662190486643763	Kendall	code	Bacteria
UP000004816_679197	0.6472116954470185	Kendall	code	Bacteria
UP000001635_880070	0.3688555567816587	Kendall	code	Bacteria
UP000006860_756272	0.5685279621231017	Kendall	code	Bacteria
UP000004870_638300	0.584087580041128	Kendall	code	Bacteria
UP000000584_243277	0.5640881923261686	Kendall	code	Bacteria
UP000006872_701347	0.662190486643763	Kendall	code	Bacteria
UP000004915_1078020	0.6254021262746651	Kendall	code	Bacteria
UP000006875_572544	0.196204588635189	Kendall	code	Bacteria
UP000006889_632518	0.1421487401418365	Kendall	code	Bacteria
UP000005019_1000565	0.5622804020997709	Kendall	code	Bacteria
UP000007013_452637	0.6131393394849658	Kendall	code	Bacteria
UP000002710_207559	0.5272998319570706	Kendall	code	Bacteria
UP000007029_375451	0.5518254055364692	Kendall	code	Bacteria
UP000005045_396598	0.662190486643763	Kendall	code	Bacteria
UP000008963_862908	0.2889368528122993	Kendall	code	Bacteria
UP000007039_768670	0.2943068829527835	Kendall	code	Bacteria
UP000007041_499177	0.3310952433218815	Kendall	code	Bacteria
UP000000585_170187	0.429197537639476	Kendall	code	Bacteria
UP000007065_347257	0.3536097741979052	Kendall	code	Bacteria
UP000007073_269799	0.5395626187467699	Kendall	code	Bacteria
UP000001651_321967	0.4905114715879726	Kendall	code	Bacteria
UP000007076_452652	0.5532833351724881	Kendall	code	Bacteria
UP000005234_767434	0.5747755221464325	Kendall	code	Bacteria
UP000002712_316279	0.6499276998540637	Kendall	code	Bacteria
UP000005317_870187	0.4573481204563437	Kendall	code	Bacteria
UP000001652_387344	0.4782486847982733	Kendall	code	Bacteria
UP000005395_314266	0.465985898008574	Kendall	code	Bacteria
UP000005436_203275	0.6410477745379993	Kendall	code	Bacteria
UP000002714_326298	0.4169347508497767	Kendall	code	Bacteria
UP000000586_171101	0.4414603244291754	Kendall	code	Bacteria
UP000005440_134676	0.6131393394849658	Kendall	code	Bacteria
UP000009010_745277	0.4388069804378433	Kendall	code	Bacteria
UP000000588_242619	0.5518254055364692	Kendall	code	Bacteria
UP000002716_300267	0.5763509791158679	Kendall	code	Bacteria
UP000007137_561007	0.6376649130643645	Kendall	code	Bacteria
UP000009011_1191523	0.2966582402960067	Kendall	code	Bacteria
UP000002718_323848	0.6131393394849658	Kendall	code	Bacteria
UP000001661_574087	0.4028031579128663	Kendall	code	Bacteria
UP000000593_298386	0.502774258377672	Kendall	code	Bacteria
UP000002719_359391	0.5763509791158679	Kendall	code	Bacteria
UP000001681_262543	0.4905114715879726	Kendall	code	Bacteria
UP000002724_324925	0.5640881923261686	Kendall	code	Bacteria
UP000001683_457570	0.3924091772703781	Kendall	code	Bacteria
UP000007161_443254	0.1232784181803844	Kendall	code	Bacteria
UP000000594_1392	0.4169347508497767	Kendall	code	Bacteria
UP000009047_644282	0.0775566734329481	Kendall	code	Bacteria
UP000002730_573061	0.4046719640600774	Kendall	code	Bacteria
UP000002742_583345	0.429197537639476	Kendall	code	Bacteria
UP000000601_224915	0.3924091772703781	Kendall	code	Bacteria
UP000031523_1081613	0.671079347281296	Kendall	code	Bacteria
UP000018458_762983	0.4610614273082848	Kendall	code	Bacteria
UP000001688_32049	0.5763509791158679	Kendall	code	Bacteria
UP000031563_1221996	0.502774258377672	Kendall	code	Bacteria
UP000009072_267748	0.2904651716625649	Kendall	code	Bacteria
UP000007177_931626	0.4537231112188747	Kendall	code	Bacteria
UP000002743_582744	0.5518254055364692	Kendall	code	Bacteria
UP000007254_869211	0.5640881923261686	Kendall	code	Bacteria
UP000009073_595494	0.5518254055364692	Kendall	code	Bacteria
UP000000602_177439	0.5763509791158679	Kendall	code	Bacteria
UP000009077_568814	0.4537231112188747	Kendall	code	Bacteria
UP000002745_582402	0.4782486847982733	Kendall	code	Bacteria
UP000001693_395495	0.5518254055364692	Kendall	code	Bacteria
UP000032323_103808	0.5640881923261686	Kendall	code	Bacteria
UP000000605_272560	0.5763509791158679	Kendall	code	Bacteria
UP000001695_395963	0.5763509791158679	Kendall	code	Bacteria
UP000001697_334390	0.4905114715879726	Kendall	code	Bacteria
UP000000606_279010	0.4414603244291754	Kendall	code	Bacteria
UP000001702_706191	0.5518254055364692	Kendall	code	Bacteria
UP000028341_55952	0.6008765526952665	Kendall	code	Bacteria
UP000009080_377629	0.5395626187467699	Kendall	code	Bacteria
UP000001726_465817	0.6131393394849658	Kendall	code	Bacteria
UP000009081_272630	0.6008765526952665	Kendall	code	Bacteria
UP000001727_504474	0.5150370451673713	Kendall	code	Bacteria
UP000000609_272624	0.5395626187467699	Kendall	code	Bacteria
UP000007307_320483	0.6131393394849658	Kendall	code	Bacteria
UP000009102_555778	0.6499276998540637	Kendall	code	Bacteria
UP000001732_309798	0.502774258377672	Kendall	code	Bacteria
UP000009134_279238	0.5272998319570706	Kendall	code	Bacteria
UP000000625_83333	0.6131393394849658	Kendall	code	Bacteria
UP000018690_1073375	0.4241838902989076	Kendall	code	Bacteria
UP000001735_563041	0.3924091772703781	Kendall	code	Bacteria
UP000001784_335543	0.5886137659055671	Kendall	code	Bacteria
UP000001806_107806	0.3310952433218815	Kendall	code	Bacteria
UP000000628_471856	0.6254021262746651	Kendall	code	Bacteria
UP000001807_224326	0.3188324565321822	Kendall	code	Bacteria
UP000001816_190650	0.5763509791158679	Kendall	code	Bacteria
UP000005695_281689	0.4585759028546479	Kendall	code	Bacteria
UP000001817_266265	0.5640881923261686	Kendall	code	Bacteria
UP000009175_326297	0.5395626187467699	Kendall	code	Bacteria
UP000001822_269798	0.4782486847982733	Kendall	code	Bacteria
UP000005713_388399	0.5872706421930941	Kendall	code	Bacteria
UP000007397_866895	0.2084673754248883	Kendall	code	Bacteria
UP000007435_649349	0.231793905102572	Kendall	code	Bacteria
UP000001844_472759	0.662190486643763	Kendall	code	Bacteria
UP000001847_456481	0.4414603244291754	Kendall	code	Bacteria
UP000007468_546269	0.2985707141496989	Kendall	code	Bacteria
UP000001868_450851	0.5518254055364692	Kendall	code	Bacteria
UP000007477_871585	0.429197537639476	Kendall	code	Bacteria
UP000013232_1123367	0.5247950419597862	Kendall	code	Bacteria
UP000001877_358681	0.5272998319570706	Kendall	code	Bacteria
UP000000636_292414	0.5518254055364692	Kendall	code	Bacteria
UP000002805_457429	0.5640881923261686	Kendall	code	Bacteria
UP000001880_502025	0.5886137659055671	Kendall	code	Bacteria
UP000005740_575584	0.5395626187467699	Kendall	code	Bacteria
UP000032611_1486262	0.4957577328158356	Kendall	code	Bacteria
UP000000639_357804	0.502774258377672	Kendall	code	Bacteria
UP000018922_431944	0.6008765526952665	Kendall	code	Bacteria
UP000001883_680646	0.6008765526952665	Kendall	code	Bacteria
UP000009232_717773	0.4573481204563437	Kendall	code	Bacteria
UP000000640_196162	0.5763509791158679	Kendall	code	Bacteria
UP000028640_910964	0.463587810205144	Kendall	code	Bacteria
UP000013541_649831	0.6196971660197944	Kendall	code	Bacteria
UP000001887_530564	0.5640881923261686	Kendall	code	Bacteria
UP000001889_637910	0.6867160602231618	Kendall	code	Bacteria
UP000000644_365044	0.5640881923261686	Kendall	code	Bacteria
UP000019095_1247726	0.5267425911168253	Kendall	code	Bacteria
UP000032733_1288970	0.4623194417264784	Kendall	code	Bacteria
UP000000647_349124	0.6499276998540637	Kendall	code	Bacteria
UP000001902_591001	0.4169347508497767	Kendall	code	Bacteria
UP000001916_526227	0.6254021262746651	Kendall	code	Bacteria
UP000001917_521098	0.6131393394849658	Kendall	code	Bacteria
UP000009284_1008459	0.59030127770114	Kendall	code	Bacteria
UP000000657_326424	0.6254021262746651	Kendall	code	Bacteria
UP000019805_1437824	0.6131393394849658	Kendall	code	Bacteria
UP000007568_652616	0.6499276998540637	Kendall	code	Bacteria
UP000001918_471852	0.6008765526952665	Kendall	code	Bacteria
UP000001919_446465	0.5395626187467699	Kendall	code	Bacteria
UP000001929_269796	0.5886137659055671	Kendall	code	Bacteria
UP000000669_372461	0.3924091772703781	Kendall	code	Bacteria
UP000002944_391589	0.5794085654478071	Kendall	code	Bacteria
UP000000684_318167	0.5272998319570706	Kendall	code	Bacteria
UP000001933_56780	0.5886137659055671	Kendall	code	Bacteria
UP000029482_1907	0.5949092793790027	Kendall	code	Bacteria
UP000001935_290397	0.5763509791158679	Kendall	code	Bacteria
UP000007718_693977	0.502774258377672	Kendall	code	Bacteria
UP000001937_106370	0.6131393394849658	Kendall	code	Bacteria
UP000000686_743720	0.5485889609027109	Kendall	code	Bacteria
UP000001938_321332	0.6376649130643645	Kendall	code	Bacteria
UP000001944_376619	0.4046719640600774	Kendall	code	Bacteria
UP000000718_289376	0.4414603244291754	Kendall	code	Bacteria
UP000000719_373903	0.4169347508497767	Kendall	code	Bacteria
UP000000723_511995	0.4414603244291754	Kendall	code	Bacteria
UP000001946_138119	0.5518254055364692	Kendall	code	Bacteria
UP000001947_203122	0.5272998319570706	Kendall	code	Bacteria
UP000002970_742740	0.4537231112188747	Kendall	code	Bacteria
UP000000738_465515	0.5518254055364692	Kendall	code	Bacteria
UP000001953_323097	0.5518254055364692	Kendall	code	Bacteria
UP000000739_218208	0.5150370451673713	Kendall	code	Bacteria
UP000001955_630626	0.4537231112188747	Kendall	code	Bacteria
UP000001959_228405	0.5395626187467699	Kendall	code	Bacteria
UP000037395_1894	0.604064249083884	Kendall	code	Bacteria
UP000000746_585055	0.5763509791158679	Kendall	code	Bacteria
UP000000747_585035	0.5640881923261686	Kendall	code	Bacteria
UP000001961_64471	0.6376649130643645	Kendall	code	Bacteria
UP000010296_888064	0.3924091772703781	Kendall	code	Bacteria
UP000000750_301447	0.4169347508497767	Kendall	code	Bacteria
UP000001962_187272	0.6131393394849658	Kendall	code	Bacteria
UP000000754_290399	0.6008765526952665	Kendall	code	Bacteria
UP000183987_366533	0.5717261130115711	Kendall	code	Bacteria
UP000000756_380703	0.5640881923261686	Kendall	code	Bacteria
UP000001963_391165	0.5886137659055671	Kendall	code	Bacteria
UP000003100_476272	0.4733646312031287	Kendall	code	Bacteria
UP000037660_1547922	0.6499276998540637	Kendall	code	Bacteria
UP000010307_219305	0.6008765526952665	Kendall	code	Bacteria
UP000001964_394221	0.5272998319570706	Kendall	code	Bacteria
UP000001968_335541	0.502774258377672	Kendall	code	Bacteria
UP000000757_246196	0.6254021262746651	Kendall	code	Bacteria
UP000000771_525909	0.6376649130643645	Kendall	code	Bacteria
UP000001973_100226	0.6254021262746651	Kendall	code	Bacteria
UP000010366_1173020	0.6081311001683554	Kendall	code	Bacteria
UP000000774_203123	0.4414603244291754	Kendall	code	Bacteria
UP000003635_314256	0.5150370451673713	Kendall	code	Bacteria
UP000000784_398578	0.5518254055364692	Kendall	code	Bacteria
UP000001976_266834	0.5886137659055671	Kendall	code	Bacteria
UP000010378_28072	0.3750031493946864	Kendall	code	Bacteria
UP000003688_320771	0.4046719640600774	Kendall	code	Bacteria
UP000003752_1423757	0.4202658404193429	Kendall	code	Bacteria
UP000010379_195253	0.2562839148128298	Kendall	code	Bacteria
UP000014227_1303518	0.3544332427806961	Kendall	code	Bacteria
UP000003828_1077972	0.5518254055364692	Kendall	code	Bacteria
UP000000788_93059	0.6008765526952665	Kendall	code	Bacteria
UP000003844_865937	0.2207301622145877	Kendall	code	Bacteria
UP000000798_224324	0.4169347508497767	Kendall	code	Bacteria
UP000001977_360910	0.5886137659055671	Kendall	code	Bacteria
UP000052015_908809	0.3417533713006599	Kendall	code	Bacteria
UP000001978_272563	0.3188324565321822	Kendall	code	Bacteria
UP000000799_192222	0.3433580301115809	Kendall	code	Bacteria
UP000001982_318161	0.5395626187467699	Kendall	code	Bacteria
UP000000806_272631	0.6376649130643645	Kendall	code	Bacteria
UP000000807_243273	0.2904651716625649	Kendall	code	Bacteria
UP000000808_272634	0.3662386947049731	Kendall	code	Bacteria
UP000001983_296591	0.5395626187467699	Kendall	code	Bacteria
UP000000809_272843	0.4905114715879726	Kendall	code	Bacteria
UP000001986_441771	0.3065696697424829	Kendall	code	Bacteria
UP000000811_243276	0.6867160602231618	Kendall	code	Bacteria
UP000001988_419947	0.6376649130643645	Kendall	code	Bacteria
UP000001989_392499	0.5395626187467699	Kendall	code	Bacteria
UP000001991_557436	0.465985898008574	Kendall	code	Bacteria
UP000001994_114615	0.5518254055364692	Kendall	code	Bacteria
UP000014463_1121939	0.6008765526952665	Kendall	code	Bacteria
UP000002007_288705	0.6131393394849658	Kendall	code	Bacteria
UP000000813_176299	0.5763509791158679	Kendall	code	Bacteria
UP000002008_324602	0.6376649130643645	Kendall	code	Bacteria
UP000002010_557598	0.5640881923261686	Kendall	code	Bacteria
UP000000814_272562	0.3310952433218815	Kendall	code	Bacteria
UP000002011_471854	0.3132350068953675	Kendall	code	Bacteria
UP000002012_522772	0.1716790150557904	Kendall	code	Bacteria
UP000000815_632	0.5763509791158679	Kendall	code	Bacteria
UP000000817_169963	0.4169347508497767	Kendall	code	Bacteria
UP000002015_425104	0.5395626187467699	Kendall	code	Bacteria
UP000002016_416591	0.4537231112188747	Kendall	code	Bacteria
UP000002020_482235	0.3924091772703781	Kendall	code	Bacteria
UP000002026_471855	0.504102594268267	Kendall	code	Bacteria
UP000002027_479434	0.6376649130643645	Kendall	code	Bacteria
UP000002029_479432	0.6376649130643645	Kendall	code	Bacteria
UP000002030_525903	0.5395626187467699	Kendall	code	Bacteria
UP000002032_469008	0.5763509791158679	Kendall	code	Bacteria
UP000002040_137722	0.3328517290870381	Kendall	code	Bacteria
UP000002043_638303	0.3998438414931704	Kendall	code	Bacteria
UP000002072_519441	0.3504127789425758	Kendall	code	Bacteria
UP000002077_548476	0.5150370451673713	Kendall	code	Bacteria
UP000002084_41514	0.5763509791158679	Kendall	code	Bacteria
UP000000818_195102	0.3065696697424829	Kendall	code	Bacteria
UP000000821_208435	0.3678836036909795	Kendall	code	Bacteria
UP000002139_448385	0.6254021262746651	Kendall	code	Bacteria
UP000002145_203119	0.3801463904806788	Kendall	code	Bacteria
UP000000822_221109	0.3924091772703781	Kendall	code	Bacteria
UP000002148_388919	0.4537231112188747	Kendall	code	Bacteria
UP000002156_340099	0.3556208169012801	Kendall	code	Bacteria
UP000002166_349519	0.4782486847982733	Kendall	code	Bacteria
UP000000841_471857	0.6744532734334624	Kendall	code	Bacteria
UP000002168_392500	0.5272998319570706	Kendall	code	Bacteria
UP000002171_207954	0.4499662263584033	Kendall	code	Bacteria
UP000002186_164330	0.6008765526952665	Kendall	code	Bacteria
UP000002192_203907	0.4905114715879726	Kendall	code	Bacteria
UP000002194_882	0.5518254055364692	Kendall	code	Bacteria
UP000000844_446470	0.6131393394849658	Kendall	code	Bacteria
UP000002196_272623	0.3924091772703781	Kendall	code	Bacteria
UP000002198_257309	0.5640881923261686	Kendall	code	Bacteria
UP000002200_203267	0.6867160602231618	Kendall	code	Bacteria
UP000002207_240015	0.5763509791158679	Kendall	code	Bacteria
UP000002208_546414	0.5640881923261686	Kendall	code	Bacteria
UP000002209_379066	0.6008765526952665	Kendall	code	Bacteria
UP000015423_1214242	0.5590964070918777	Kendall	code	Bacteria
UP000000845_526218	0.465985898008574	Kendall	code	Bacteria
UP000002213_446462	0.6254021262746651	Kendall	code	Bacteria
UP000002216_525897	0.5590964070918777	Kendall	code	Bacteria
UP000002218_479431	0.6254021262746651	Kendall	code	Bacteria
UP000002219_446468	0.5150370451673713	Kendall	code	Bacteria
UP000002220_521674	0.6499276998540637	Kendall	code	Bacteria
UP000000849_446466	0.465985898008574	Kendall	code	Bacteria
UP000002221_518766	0.662190486643763	Kendall	code	Bacteria
UP000002222_525898	0.1715193464264227	Kendall	code	Bacteria
UP000002225_600809	0.2568527056542014	Kendall	code	Bacteria
UP000002230_718251	0.6989788470128611	Kendall	code	Bacteria
UP000002247_640132	0.6008765526952665	Kendall	code	Bacteria
UP000002255_446471	0.6254021262746651	Kendall	code	Bacteria
UP000000851_479433	0.6254021262746651	Kendall	code	Bacteria
UP000000852_485917	0.3556208169012801	Kendall	code	Bacteria
UP000000925_583355	0.7122218426597098	Kendall	code	Bacteria
UP000061184_1792307	0.4435767616564859	Kendall	code	Bacteria
UP000000927_264731	0.3801463904806788	Kendall	code	Bacteria
UP000000935_545693	0.465985898008574	Kendall	code	Bacteria
UP000000936_754252	0.6254021262746651	Kendall	code	Bacteria
UP000000939_572480	0.1536898153256911	Kendall	code	Bacteria
UP000000960_521095	0.5348405573334052	Kendall	code	Bacteria
UP000001006_623	0.5763509791158679	Kendall	code	Bacteria
UP000001007_194439	0.5518254055364692	Kendall	code	Bacteria
UP000001010_190485	0.6131393394849658	Kendall	code	Bacteria
UP000077385_1727196	0.5011760110325881	Kendall	code	Bacteria
UP000063234_1298851	0.4537231112188747	Kendall	code	Bacteria
UP000001014_99287	0.5886137659055671	Kendall	code	Bacteria
UP000001016_272632	0.2399494896342927	Kendall	code	Bacteria
UP000001020_83331	0.6499276998540637	Kendall	code	Bacteria
UP000001022_233412	0.4905114715879726	Kendall	code	Bacteria
UP000001023_246200	0.5518254055364692	Kendall	code	Bacteria
UP000001025_243090	0.6131393394849658	Kendall	code	Bacteria
UP000001029_445932	0.4782486847982733	Kendall	code	Bacteria
UP000001030_344609	0.5640881923261686	Kendall	code	Bacteria
UP000001031_349741	0.5886137659055671	Kendall	code	Bacteria
UP000001036_498211	0.5763509791158679	Kendall	code	Bacteria
UP000188276_1123498	0.465985898008574	Kendall	code	Bacteria
UP000001054_394	0.6254021262746651	Kendall	code	Bacteria
UP000001060_661367	0.502774258377672	Kendall	code	Bacteria
UP000001062_717774	0.4905114715879726	Kendall	code	Bacteria
UP000001114_339671	0.502774258377672	Kendall	code	Bacteria
UP000001115_316278	0.6376649130643645	Kendall	code	Bacteria
UP000001116_266940	0.6008765526952665	Kendall	code	Bacteria
UP000001118_387092	0.3924091772703781	Kendall	code	Bacteria
UP000001122_331111	0.5763509791158679	Kendall	code	Bacteria
UP000001123_331112	0.5886137659055671	Kendall	code	Bacteria
UP000001131_467705	0.4414603244291754	Kendall	code	Bacteria
UP000001136_367737	0.3801463904806788	Kendall	code	Bacteria
UP000001168_66692	0.5150370451673713	Kendall	code	Bacteria
UP000001170_264199	0.429197537639476	Kendall	code	Bacteria
UP000001171_283942	0.5272998319570706	Kendall	code	Bacteria
UP000001172_235909	0.5395626187467699	Kendall	code	Bacteria
UP000001173_264203	0.5640881923261686	Kendall	code	Bacteria
UP000001174_177416	0.3924091772703781	Kendall	code	Bacteria
UP000001176_272568	0.5886137659055671	Kendall	code	Bacteria
UP000184465_1121301	0.3924091772703781	Kendall	code	Bacteria
UP000001190_216594	0.6376649130643645	Kendall	code	Bacteria
UP000001191_63737	0.6008765526952665	Kendall	code	Bacteria
UP000065734_1079	0.5515304777576171	Kendall	code	Bacteria
UP000001192_391038	0.5518254055364692	Kendall	code	Bacteria
UP000001203_43989	0.5763509791158679	Kendall	code	Bacteria
