Archaea	Bacteria	Eukaryotes	Viruses
	8722		7
	5147		2
	1926		2
	9315		1
	354		52
	3732		2
	3262		2
	2986		277
	4251		3
	6726		120
	6094		66
	2457		89
	3769		1
	9267		65
	3742		7
	6358		1
	1780		296
	3742		70
	1910		6
	1947		45
	4048		124
	4947		2
	3028		46
	7997		1
	2262		2
	2646		103
	6027		2
	2551		46
	2785		79
	4784		6
	3917		54
	631		62
	5673		84
	3552		104
	2756		7
	3762		1
	5259		6
	4192		172
	444		5
	2668		4
	2952		3
	4393		5
	4638		56
	6238		4
	6808		47
	2819		1
	5594		80
	4272		53
	5359		5
	2111		5
	4220		7
	8953		10
	1467		2
	1977		246
	631		2
	3833		103
	1976		114
	1430		51
	3239		78
	2550		4
	2471		5
	4355		168
	4497		63
	6591		79
	2708		2
	3763		59
	392		9
	768		87
	5747		105
	455		4
	3245		1
	2163		7
	2261		3
	3204		67
	3257		2
	3315		92
	6627		2
	3729		77
	670		2
	2990		78
	1984		112
	5031		2
	2639		131
	2762		531
	4570		4
	3431		2
	3425		5
	3120		182
	4161		53
	5455		2
	2861		3
	2802		2
	6616		64
	2877		2
	3313		84
	4050		814
	5397		47
	2533		1
	3123		1
	4538		2
	4843		241
	4643		2
	3554		47
	5642		53
	3481		3
	2736		2
	1812		2
	3132		8
	4716		14
	2870		82
	7087		101
	4162		2
	2279		5
	2881		69
	6761		83
	4979		2
	2486		50
	2871		236
	2737		2
	3043		106
	3066		2
	2158		87
	2040		67
	2534		7
	4066		3
	2395		65
	5408		2
	1538		3
	2513		33
	4157		2
	4047		6
	686		5
	2929		4
	2953		113
	2945		79
	3567		841
	3622		3
	3209		84
	3803		3
	3729		2
	5331		66
	2690		4
	4789		64
	2856		54
	4822		3
	3366		72
	5458		60
	692		79
	2592		68
	1680		7
	3179		4
	3376		7
	4678		50
	3739		6
	2324		2
	4840		237
	5113		106
	4170		56
	3141		2
	3421		1
	6558		1
	2333		76
	3562		2
	5599		3
	621		8
	3253		67
	2869		156
	2593		1
	3469		35
	3773		7
	3779		89
	2312		2
	3162		3
	6745		3
	4491		2
	1335		7
	5822		6
	3668		69
	2638		86
	2150		2
	2668		80
	4435		70
	3539		10
	1416		2
	2932		5
	3941		2
	2528		4
	3305		1
	7541		5
	3432		5
	3306		7
	3655		1
	3348		94
	4650		59
	3423		52
	592		9
	4255		11
	2703		47
	3052		4
	9397		4
	2965		75
	9211		80
	6502		49
	4052		5
	2469		6
	2078		2
	1521		51
	5547		5
	4081		2
	4150		16
	7379		59
	6218		47
	3332		76
	2867		69
	3598		2
	5179		5
	4237		66
	6565		2
	4089		2
	2813		2
	2997		82
	3349		221
	4461		2
	3028		49
	3533		1
	3285		6
	3594		2
	5378		75
	3632		2
	6378		2
	908		1
	8278		49
	1577		58
	3698		86
	894		1
	3270		62
	7597		6
	2413		79
	7161		2
	7914		4
	2073		2
	5061		81
	3445		91
	2505		6
	3866		186
	2771		1
	5237		75
	8306		57
	3473		75
	4855		61
	629		94
	5694		5
	3972		62
	2640		42
	2375		2
	5933		5
	2468		86
	2578		2
	4167		2
	2603		71
	3807		6
	3030		74
	4349		326
	3697		3
	4527		3
	4966		1
	3726		3
	3993		1
	4878		5
	3349		93
	1319		71
	6875		6
	4256		66
	3984		4
	5367		68
	1914		4
	2848		5
	548		43
	1171		57
	2163		5
	5334		81
	3011		6
	3955		6
	3638		1
	5436		67
	2146		26
	3355		3
	3751		228
	8383		2
	5345		3
	5254		156
	4329		18
	3216		4
	4100		5
	2417		54
	3107		7
	4986		95
	501		24
	4702		1
	5570		51
	2972		248
	5038		52
	2862		6
	2221		6
	7234		51
	4360		105
	4477		75
	7403		21
	4041		88
	5024		3
	3530		1
	2382		47
	4817		46
	3128		56
	2668		55
	3136		103
	7018		3
	6350		1
	3860		93
	6498		2
	5720		18
	2956		5
	2214		90
	3487		72
	2985		2
	5047		83
	5046		1
	1129		2
	2334		61
	6455		2
	2319		1
	590		16
	2689		15
	3709		2
	2737		2
	3475		89
	6216		106
	7819		105
	2354		112
	3688		49
	3216		4
	4490		54
	3577		3
	4189		5
	2974		3
	4169		83
	427		59
	2182		7
	4452		26
	2851		3
	5814		1
	6680		2
	3378		95
	2481		49
	2946		92
	519		94
	4254		6
	2368		3
	2634		1
	5762		51
	5481		3
	3746		2
	5622		59
	3941		289
	4050		2
	3527		15
	4745		2
	3756		54
	5200		7
	4082		1
	3072		7
	4410		2
	3642		44
	2694		2
	4149		6
	10251		3
	5168		7
	2057		68
	1412		57
	3975		4
	1841		6
	2714		6
	5191		72
	4478		2
	6874		2
	3202		67
	611		1
	3170		11
	4543		45
	3014		5
	5797		267
	3400		71
	6143		59
	1519		27
	4236		4
	3894		3
	2945		2
	4865		3
	2438		7
	2941		46
	4238		6
	3841		72
	3558		37
	5263		87
	2803		11
	2373		8
	2924		1
	3137		51
	2797		28
	5445		2
	1990		5
	6113		46
	6695		5
	2426		52
	1885		244
	2573		51
	4593		3
	2943		2
	2733		5
	5711		1
	2448		4
	1316		538
	3283		56
	3389		6
	2067		29
	154		67
	3674		5
	5197		2
	2928		65
	2966		66
	3584		207
	5879		96
	7671		20
	1912		176
	6118		4
	3038		54
	9780		9
	6206		69
	2949		80
	3440		1
	5710		63
	5664		21
	4395		29
	5778		7
	2261		53
	3625		81
	5423		68
	3917		5
	4808		76
	3104		72
	4017		4
	3011		51
	2811		59
	8159		54
	2890		111
	4095		72
	1434		49
	7160		55
	1362		6
	4347		83
	2287		75
	2733		221
	9325		229
	4606		54
	3244		7
	4405		18
	2873		105
	3566		56
	5840		55
	3347		83
	5230		105
	2381		2
	3695		23
	5902		59
	5779		83
	2880		45
	1626		6
	2578		86
	6184		93
	4087		66
	2684		66
	3563		10
	3615		86
	3952		6
	4607		50
	3234		53
	4118		5
	4636		87
	5096		65
	6809		6
	2804		32
	1119		98
	3396		2
	3263		79
	4371		4
	2055		69
	3289		2
	3379		130
	2974		44
	2528		65
	2060		12
	3262		49
	3277		2
	3695		61
	3547		6
	3732		1
	4168		322
	3959		97
	3562		5
	4871		2
	1777		69
	1547		52
	6878		3
	2134		4
	4181		2
	2336		6
	4631		48
	3884		47
	5730		103
	4070		2
	2943		55
	3652		19
	3394		6
	4275		47
	5138		17
	4152		2
	4066		45
	4379		22
	4002		2
	2954		91
	3789		2
	3658		72
	3408		7
	4035		20
	6390		68
	3213		25
	1960		5
	2958		78
	3608		45
	2177		92
	3010		7
	963		73
	2960		69
	4332		199
	2033		6
	3305		56
	5844		6
	4772		20
	2932		55
	3324		76
	4729		36
	3935		89
	5879		69
	3217		6
	3933		4
	2656		44
	5367		7
	3452		2
	5379		50
	4730		61
	4883		24
	3943		49
	2184		2
	2502		11
	5052		1
	3042		7
	1115		78
	3170		36
	2323		95
	3051		121
	5460		68
	1879		6
	3085		73
	3416		66
	4339		1
	71		49
	6594		4
	3370		401
	7007		6
	5314		61
	5314		155
	3932		267
	3662		72
	3661		7
	4436		52
	4372		98
	2823		64
	4416		61
	4295		2
	2704		180
	3670		44
	3851		76
	4366		5
	5010		98
	381		42
	6891		65
	3331		7
	2892		44
	2302		224
	2308		26
	3222		97
	1988		8
	5646		1
	2472		83
	3367		6
	2638		245
	3326		200
	3153		714
	5633		7
	3060		32
	3511		54
	3426		81
	3449		75
	4350		95
	2574		106
	3494		433
	1790		6
	3520		5
	795		6
	4079		51
	2777		2
	3826		39
	3747		1
	2342		3
	3025		3
	2767		220
	5069		32
	3276		44
	3698		5
	4081		7
	3271		7
	3659		68
	3213		99
	3166		67
	2258		26
	5365		5
	3996		97
	2108		26
	1656		66
	4698		10
	1939		51
	3921		58
	4877		3
	3536		131
	4636		48
	7726		59
	4754		2
	7085		56
	3077		60
	12011		19
	6134		56
	2571		61
	5446		63
	3108		45
	7310		55
	2580		113
	5022		96
	3998		294
	2844		2
	8775		89
	3735		249
	6173		44
	4542		74
	3961		202
	3054		24
	3030		73
	2640		79
	3405		104
	4634		93
	3805		27
	6713		57
	2101		2
	2533		6
	4166		56
	3079		25
	4329		1
	2228		50
	4317		77
	9339		105
	4219		5
	1706		4
	8856		124
	3610		2
	5222		76
	4790		181
	4398		48
	2766		1
	3167		3
	3078		18
	4667		79
	3454		251
	7471		3
	8618		56
	2984		49
	5663		50
	715		6
	3043		3
	4017		79
	5227		219
	6315		42
	4731		84
	5103		84
	4341		44
	7310		2
	5360		5
	3564		5
	5160		29
	3727		21
	4782		3
	3790		1
	3039		21
	3422		53
	2178		90
	3683		2
	2440		95
	2896		1
	7037		24
	8831		58
	3679		124
	6517		131
	3376		1
	4272		109
	3942		57
	3726		66
	2350		253
	3317		57
	2370		95
	1737		176
	3231		67
	8617		13
	2165		2
	3098		53
	4107		91
	2778		236
	2870		134
	3070		7
	2789		48
	6788		2
	2962		124
	4729		102
	3241		108
	5044		20
	1918		16
	2668		5
	3325		2
	4682		1
	2363		5
	2476		121
	2933		2
	3277		85
	1821		2
	2839		84
	4800		2
	2346		1
	1499		4
	2601		43
	2944		18
	4197		82
	4171		8
	4199		65
	7607		3
	3097		2
	4593		57
	3865		80
	2149		93
	7916		84
	4425		5
	4268		2
	441		5
	2102		2
	4070		56
	6719		38
	5168		101
	2432		55
	2386		130
	4560		93
	4798		53
	2880		1
	2660		24
	4941		1
	4562		6
	7001		124
	3193		57
	3263		57
	2138		74
	2932		73
	1744		55
	3810		262
	274		3
	3779		25
	3726		96
	2975		161
	5717		3
	3426		68
	4442		74
	5184		92
	8497		1081
	4085		3
	3822		62
	2822		60
	3153		54
	3117		2
	4078		8
	3574		25
	6875		56
	6361		132
	3082		6
	3967		58
	2295		86
	2588		67
	6048		15
	3539		3
	7717		210
	3717		2
	3312		4
	4401		78
	6917		36
	608		98
	3428		76
	3170		46
	3119		259
	5535		6
	2562		8
	7303		85
	2916		79
	7243		56
	2247		49
	3358		58
	4022		35
	2276		4
	3639		6
	1589		26
	2357		42
	3119		115
	6978		55
	2457		99
	7409		92
	3815		93
	3199		21
	3991		35
	2619		7
	6023		24
	3062		10
	3592		2
	3747		27
	2630		2
	3984		97
	3087		62
	4627		65
	4106		1
	2947		128
	1664		71
	3833		81
	2926		110
	3261		5
	4276		2
	2897		95
	5617		18
	5442		2
	5043		52
	2032		3
	3175		109
	3911		52
	2854		420
	7326		71
	2761		926
	3585		56
	5783		83
	1436		76
	1942		1
	3511		13
	3677		9
	3402		112
	1964		2
	7868		63
	5549		2
	5622		2
	101		7
	3955		2
	7050		19
	2345		55
	7735		77
	3799		59
	4367		57
	6669		100
	3168		325
	4045		344
	4508		1
	4366		2
	2301		52
	4434		16
	3341		149
	6642		59
	6866		2
	4636		72
	2986		2
	3287		91
	6272		6
	6379		83
	4127		4
	2591		64
	6031		2
	4727		24
	4663		196
	2235		67
	3638		75
	3363		85
	3200		252
	4093		40
	2908		88
	3827		58
	2675		1
	3761		80
	3040		5
	4923		14
	2119		4
	9596		3
	2080		1
	268		39
	3178		67
	2676		75
	3039		61
	10150		160
	1940		1
	5422		52
	2966		66
	4084		227
	1943		52
	4122		172
	5212		38
	4362		52
	4099		15
	3723		95
	3682		96
	2634		75
	2987		2
	8452		3
	3660		49
	2866		6
	3320		272
	8654		59
	3260		5
	4541		76
	2309		42
	5724		27
	4245		78
	5421		4
	4122		81
	7888		127
	5334		33
	5023		2
	4198		65
	4808		1
	2696		73
	5625		56
	2269		1
	3570		181
	3247		5
	3256		59
	4040		4
	7848		53
	1852		5
	3164		22
	783		2
	2817		80
	5493		4
	6222		67
	3326		8
	4025		89
	2111		6
	3169		4
	4987		84
	4218		83
	4124		4
	3977		68
	3470		23
	3157		5
	2401		46
	3076		2
	6134		78
	2067		90
	3059		3
	3306		36
	1837		58
	3760		18
	4621		51
	2338		42
	4779		81
	3798		100
	1538		10
	3703		6
	6803		66
	1442		74
	3555		74
	3615		80
	7631		44
	2789		48
	3438		3
	3357		50
	850		71
	4244		55
	6612		5
	8776		47
	2203		87
	2078		3
	3832		35
	5774		2
	4350		538
	2764		111
	2223		67
	3331		69
	5344		6
	3765		2
	3820		3
	3759		24
	448		51
	3111		52
	3963		67
	4075		64
	6084		10
	8047		68
	2557		43
	3831		20
	3478		1
	2518		2
	1370		84
	6836		45
	3809		49
	3846		66
	4843		87
	2288		9
	6902		76
	7680		59
	2085		2
	8237		2
	5193		20
	4041		54
	2208		5
	3734		53
	3525		55
	9040		108
	6278		2
	2364		2
	7730		60
	2633		2
	7957		9
	3148		65
	3070		1
	3506		247
	4545		2
	3100		295
	3944		6
	6357		43
	7362		1
	7376		101
	568		69
	2918		75
	10233		64
	3500		250
	7760		3
	2836		70
	3655		79
	3760		71
	3655		21
	2859		55
	3715		38
	4741		44
	3641		91
	4607		46
	4699		13
	4488		2
	2031		62
	3369		41
	5210		5
	1851		39
	8307		20
	2801		6
	5705		89
	218		71
	2651		51
	4311		1
	4235		92
	6590		1
	3230		41
	9026		54
	1281		54
	2563		43
	2340		6
	2050		7
	2103		2
	3590		14
	4301		79
	3021		5
	4071		84
	3785		55
	3831		215
	2161		83
	4048		5
	3062		63
	4389		51
	2085		92
	3500		119
	4201		84
	3381		68
	3829		1
	881		46
	6444		48
	3411		23
	5981		103
	3965		27
	6543		56
	4102		1
	7124		117
	1742		70
	9446		101
	6194		6
	2379		7
	4347		50
	3358		84
	3453		85
	3847		16
	8327		6
	6020		106
	5481		3
	2350		45
	3407		42
	2709		6
	3999		57
	2149		229
	2923		4
	3053		17
	2675		5
	4084		73
	7514		60
	4785		95
	2316		7
	4659		7
	2341		2
	6592		5
	3417		102
	2386		58
	5612		250
	2006		16
	3429		56
	3308		2
	4970		3
	3176		6
	4356		54
	5038		92
	8948		51
	3334		105
	2624		7
	2362		63
	6268		8
	2150		96
	4042		25
	1977		102
	4476		27
	4132		104
	3774		79
	3400		91
	3784		50
	5066		8
	2630		92
	2807		6
	4006		12
	4153		45
	5187		50
	2846		2
	3584		98
	3440		7
	2617		50
	6350		1
	3190		6
	4801		3
	4545		4
	3606		53
	3093		93
	4852		66
	5747		8
	3478		72
	3369		45
	3153		3
	3366		85
	2629		156
	1965		7
	3572		6
	6448		4
	4448		30
	1599		60
	4251		52
	3137		75
	8186		75
	4008		3
	2336		3
	7614		72
	6503		7
	1832		68
	2687		153
	4341		112
	3726		7
	3535		84
	2522		123
	2324		55
	986		71
	2573		85
	5208		3
	3432		1
	5070		45
	4726		2
	6758		47
	3329		110
	4165		6
	2984		81
	4041		84
	4343		24
	5682		53
	7393		7
	10510		46
	3022		56
	3815		3
	3539		5
	3673		42
	7816		5
	3448		2
	4086		55
	6347		4
	1126		269
	2046		65
	5564		96
	4462		4
	3954		57
	8637		7
	9651		13
	2276		91
	5415		80
	6595		17
	2805		2
	3458		101
	6802		2
	3905		5
	3815		83
	3498		249
	3570		2
	5033		5
	2972		56
	2607		14
	7715		3
	5320		6
	1024		66
	1827		37
	3571		4
	3108		257
	2750		2
	1915		4
	3074		212
	10862		82
	1450		23
	2977		5
	3383		8
	2961		100
	4207		1537
	2439		6
	2941		5
	1222		106
	3188		62
	3864		3
	6673		59
	3793		3
	2920		63
	2684		1
	4475		6
	3089		5
	3480		286
	6749		3
	3989		4
	3296		24
	3248		65
	2837		60
	6348		6
	3383		115
	2449		73
	2023		58
	3973		9
	4088		94
	1821		1
	2438		3
	3293		92
	3918		149
	2919		5
	6566		44
	3391		2
	9136		247
	630		7
	2964		3
	3778		9
	4202		44
	5075		6
	3856		55
	1639		2
	3554		6
	2619		14
	2705		95
	2252		2
	4701		2
	2341		42
	1047		3
	5895		4
	3675		6
	3402		6
	5040		73
	5175		267
	976		14
	589		84
	3963		73
	888		3
	9897		4
	2417		3
	1578		43
	2545		79
	3326		4
	5399		4
	3573		17
	855		33
	4010		38
	2201		108
	3203		4
	819		3
	3041		55
	3265		6
	3503		6
	1624		17
	4573		45
	5348		4
	2508		20
	10734		53
	2649		3
	11557		6
	4870		80
	4000		99
	4322		6
	2817		484
	1619		25
	5085		46
	1448		7
	2952		9
	8331		5
	5083		48
	3573		60
	7515		4
	3954		166
	6188		58
	3010		91
	5215		80
	6672		5
	4819		105
	5324		3
	4945		170
	4834		57
	4211		20
	4855		6
	2709		139
	9541		71
	3079		22
	4648		4
	3806		274
	5628		55
	2341		5
	4393		56
	4679		2
	3062		94
	3740		2
	3471		158
	2727		4
	8945		2
	3618		6
	4731		50
	1968		4
	2792		64
	3787		76
	1880		51
	1905		3
	3806		69
	3883		78
	4947		2
	4414		41
	2684		46
	3606		4
	4734		284
	5893		45
	3376		3
	5669		105
	3061		212
	2944		62
	3259		68
	2648		4
	9016		533
	3527		86
	415		4
	6373		2
	3847		73
	2424		51
	1880		94
	2774		2
	2980		48
	8513		55
	9448		46
	4153		160
	606		7
	2855		4
	2550		3
	4327		104
	7512		62
	2995		145
	4114		3
	3302		68
	3834		7
	4071		44
	4679		4
	3245		54
	4553		3
	2197		61
	2527		80
	2725		45
	6790		2
	4914		70
	4417		13
	2196		18
	4971		3
	3686		3
	6001		49
	6747		6
	2795		3
	1211		57
	3526		10
	4501		2
	3559		250
	4605		55
	2334		61
	2610		70
	2692		3
	6938		2
	3824		2
	2168		1
	3201		80
	3012		6
	4934		99
	7527		2
	3664		73
	9567		3
	3350		3
	3588		21
	5491		26
	2925		3
	3702		46
	7322		5
	6476		233
	2864		4
	2455		3
	6865		55
	6026		73
	4121		103
	5046		2
	4258		38
	2485		3
	4080		101
	3914		6
	3931		73
	3673		3
	8466		3
	7990		50
	1218		15
	5256		78
	2180		9
	2274		3
	3912		108
	2756		4
	3886		3
	8352		21
	2567		195
	2379		4
	1993		8
	3723		3
	2276		19
	2860		296
	3269		3
	1664		79
	5487		3
	4605		37
	2897		56
	2852		50
	3649		7
	1685		70
	4741		202
	6989		4
	5402		3
	6934		52
	5126		5
	3239		14
	2887		79
	3664		4
	3939		66
	3975		52
	3796		65
	5575		4
	686		3
	4303		7
	2684		72
	2902		99
	2012		51
	4601		5
	2525		3
	2672		4
	4352		17
	6477		117
	3066		38
	2658		5
	2712		93
	6462		3
	6206		4
	2956		3
	4394		18
	5304		4
	3868		209
	962		4
	3304		50
	7146		3
	4056		5
	2844		226
	2387		57
	2051		2
	4210		58
	2834		89
	3590		3
	3880		5
	6064		24
	3804		13
	5063		5
	6112		23
	3267		52
	2087		4
	2143		67
	2045		4
	1874		3
	2415		76
	4335		89
	5012		25
	4639		81
	4024		70
	5016		62
	8919		3
	8099		5
	4402		187
	2896		4
	3556		218
	3800		3
	4800		44
	1182		59
	4358		112
	4847		72
	3201		49
	9721		61
	1830		72
	5315		6
	9064		4
	3942		192
	4072		4
	4504		113
	5557		70
	3554		156
	3340		17
	4093		77
	4486		4
	4296		92
	2673		4
	6346		102
	1621		69
	3581		4
	7810		3
	5304		22
	8101		20
	6374		5
	6670		227
	4572		224
	3639		5
	3424		88
	4322		90
	3575		41
	3730		6
	3300		37
	3778		56
	2678		4
	3116		310
	2954		3
	4296		38
	1680		4
	3512		5
	4123		42
	3361		4
	3615		91
	3738		50
	2129		52
	3603		3
	2748		3
	4590		72
	5704		2
	2881		213
	2829		3
	3686		3
	3052		5
	4085		68
	3591		45
	2946		86
	2868		4
	3608		178
	4786		21
	5755		58
	3640		4
	2656		3
	2609		39
	2446		55
	2846		5
	3566		280
	3824		2
	4019		3
	3119		35
	3293		27
	6922		4
	7693		4
	5285		4
	2363		54
	8969		79
	10405		9
	2999		52
	3437		70
	3956		6
	3588		2
	6466		5
	4384		3
	1288		5
	6799		19
	3804		3
	3536		5
	1949		98
	3014		240
	3499		16
	727		54
	7087		19
	3300		49
	3254		4
	4688		3
	2067		4
	3481		15
	5245		3
	3973		6
	4629		3
	3556		19
	3495		76
	4079		18
	5735		38
	3264		2
	1867		4
	3157		5
	5168		5
	2578		27
	1826		48
	3116		3
	2698		10
	4600		17
	2448		208
	5222		70
	7205		4
	689		5
	3144		264
	6631		64
	3351		67
	6946		3
	2230		3
	583		97
	2972		68
	3280		3
	4349		4
	7087		6
	2226		9
	4009		4
	2331		69
	2276		3
	2070		5
	2812		4
	3799		63
	4864		3
	7062		20
	2981		69
	4084		59
	3600		7
	2750		8
	8040		5
	2580		3
	4344		15
	7247		16
	4522		3
	3436		46
	8735		23
	4972		142
	4189		9
	4914		3
	2172		6
	3504		4
	4378		4
	6265		26
	1332		401
	2205		6
	4484		71
	2512		22
	3235		285
	5824		3
	3440		49
	5976		4
	4113		2
	3079		4
	3455		25
	3546		5
	7743		4
	3476		26
	2796		5
	4113		3
	4521		8
	3741		23
	3474		5
	4305		2
	3595		86
	1796		3
	2408		115
	2214		16
	3656		4
	3510		1
	6977		76
	8074		7
	2637		66
	3329		3
	5009		4
	9455		2
	6115		52
	9401		4
	1612		9
	7046		68
	4064		65
	5433		8
	3645		4
	2780		6
	1743		60
	2100		3
	4687		62
	3944		3
	3096		21
	2567		23
	2602		2
	3756		65
	7537		5
	2183		41
	3606		23
	1916		3
	3155		5
	1990		4
	5134		63
	1846		204
	2425		2
	4026		6
	3319		55
	2579		55
	4650		81
	4147		3
	3213		13
	4076		3
	4277		4
	3523		193
	3571		225
	2424		4
	3302		3
	7470		52
	2999		4
	2753		17
	6305		4
	7944		62
	3631		11
	1967		2
	2319		78
	2822		88
	3797		33
	3287		103
	4261		3
	2377		2
	6885		4
	3943		3
	3463		52
	2292		3
	2594		3
	5733		3
	7473		4
	5671		55
	752		59
	4418		3
	565		65
	2779		4
	3660		3
	2061		65
	3917		76
	2985		4
	1843		2
	6172		3
	3040		91
	1563		3
	3444		3
	3063		52
	3743		20
	3635		60
	3537		46
	1955		126
	3501		2
	3225		3
	4495		3
	3054		80
	3410		18
	3313		3
	3923		6
	1625		3
	2444		43
	3953		3
	6080		54
	3016		79
	9350		228
	2779		3
	3862		3
	3010		36
	4219		22
	2383		90
	3177		4
	8157		6
	1566		55
	2055		3
	3403		53
	9574		3
	3369		125
	3459		4
	3210		2
	1403		3
	3147		8
	4165		81
	5026		21
	4639		39
	5664		3
	4598		8
	6075		2
	4085		14
	2768		64
	3948		4
	3861		66
	2449		6
	3739		2
	4718		6
	3031		5
	3290		20
	6344		63
	4608		71
	3746		222
	3053		205
	3894		4
	7281		7
	5574		1
	4036		95
	6077		230
	3944		4
	2107		41
	1311		4
	7406		51
	5556		4
	8210		48
	4905		3
	2747		80
	3947		8
	1193		62
	3004		5
	7		87
	2846		3
	4454		17
	4096		2
	3681		54
	3506		13
	4208		7
	6856		3
	7035		62
	12599		55
	8599		7
	4115		19
	7336		42
	7459		5
	3910		5
	3096		6
	5495		82
	3186		102
	2907		4
	7299		3
	4639		58
	5327		48
	4252		50
	3860		5
	4615		4
	4018		4
	9812		90
	2855		71
	3117		4
	3926		3
	3350		3
	2830		38
	4527		56
	8970		1
	7985		23
	3300		28
	3585		165
	2426		7
	2696		3
	9895		4
	6838		3
	3213		97
	6391		3
	2192		143
	3388		8
	3881		15
	5074		18
	2180		3
	4150		58
	3189		71
	4786		4
	3775		6
	5318		3
	8632		58
	2826		75
	4343		54
	4759		52
	10485		59
	5676		4
	3787		140
	4301		3
	3909		4
	3742		101
	4128		5
	9271		61
	2810		102
	3768		20
	5354		155
	3341		59
	1561		3
	5393		3
	2715		4
	8029		5
	7608		127
	3054		58
	4102		154
	1913		3
	3398		2
	3066		14
	1389		46
	5746		97
	3666		51
	3138		3
	3656		3
	4271		17
	4251		70
	2352		3
	3286		58
	7320		3
	2954		19
	6229		6
	3182		102
	4179		3
	4199		84
	1934		4
	2838		4
	4999		19
	2826		74
	9253		390
	4069		5
	3579		80
	2768		2
	4353		4
	3064		21
	3231		57
	4168		3
	3712		3
	4488		81
	2999		236
	2679		19
	4806		138
	4482		4
	5033		1
	8556		3
	3958		104
	4842		9
	5203		17
	7299		147
	5829		3
	3019		7
	3393		51
	2647		14
	6850		1
	2412		6
	4853		3
	4483		93
	3633		61
	3164		5
	11288		52
	4311		4
	6689		5
	3001		21
	6398		61
	7825		52
	1878		58
	4730		3
	8100		3
	4442		5
	3361		34
	3853		6
	3668		85
	4467		4
	2847		3
	7323		55
	4402		4
	3417		54
	2766		65
	5050		3
	6541		8
	4172		3
	3775		7
	4824		19
	4550		3
	4226		55
	11028		3
	4256		3
	1371		1
	4137		33
	2670		3
	9188		57
	2937		62
	3350		4
	4406		58
	4951		27
	4967		3
	7087		3
	3122		3
	8120		3
	3496		135
	5650		5
	1976		55
	2897		62
	4983		46
	3595		8
	2634		58
	3525		7
	2263		1
	3681		31
	2410		60
	5364		5
	5229		148
	4571		85
	6802		7
	1897		5
	3157		62
	3800		70
	6938		4
	5712		3
	8167		13
	2120		17
	7446		2
	5848		82
	4337		6
	4775		10
	9924		3
	2818		63
	3709		3
	2761		3
	2018		4
	2216		48
	4701		28
	3798		48
	3463		3
	1203		4
	4240		92
	7007		8
	651		102
	3414		5
	3350		4
	1672		5
	3271		20
	4449		5
	6097		98
	2438		2
	3274		15
	2290		18
	3575		3
	6306		25
	3486		4
	3517		3
	3636		76
	4553		25
	2891		238
	4369		79
	7031		3
	2392		3
	4762		30
	2833		100
	1228		5
	3535		3
	3519		45
	2953		8
	6119		85
	3035		3
	3528		3
	2445		2
	5367		212
	4646		5
	3277		23
	5981		1
	3200		141
	3272		68
	2951		207
	4107		300
	4966		3
	3698		6
	3240		59
	5165		52
	3961		4
	5703		31
	8249		5
	4303		76
	3394		23
	2757		1
	4697		5
	7415		5
	3039		3
	2867		66
	3151		87
	4555		63
	5783		3
	6679		4
	1570		3
	2110		5
	3893		54
	4037		258
	6490		70
	3956		3
	3419		65
	6361		37
	4033		3
	2435		5
	6033		4
	4365		51
	310		4
	4263		4
	3545		68
	3590		101
	9654		5
	5627		85
	3673		2
	1304		5
	5197		50
	4441		25
	4147		107
	3854		4
	6430		3
	4876		77
	6185		211
	4142		315
	3604		8
	3624		92
	3444		89
	7012		4
	4438		14
	3490		4
	5629		108
	3162		3
	2479		57
	3396		45
	4547		3
	3839		4
	4865		59
	3667		9
	645		66
	3499		52
	3623		5
	2362		3
	2795		6
	2304		70
	3395		96
	2831		70
	3608		3
	4690		3
	6116		62
	7974		4
	3645		3
	8893		50
	2827		3
	3498		36
	4415		55
	3855		3
	4483		5
	6005		7
	9513		57
	4883		8
	3738		250
	8480		62
	5027		3
	7343		24
	3326		3
	1721		5
	8642		12
	3378		73
	4139		17
	2656		3
	2954		8
	3298		3
	2925		28
	6014		3
	6909		16
	3351		4
	3153		9
	2994		4
	3342		30
	266		24
	3666		2
	3732		6
	4165		3
	3365		267
	6658		4
	1680		54
	3701		61
	6381		3
	3203		4
	3813		25
	4525		3
	2766		55
	7291		4
	3426		61
	3695		6
	3764		224
	4688		2
	3361		64
	222		3
	5329		3
	4045		79
	1970		49
	3659		50
	2841		4
	1861		4
	4587		40
	4704		4
	2724		2
	6525		176
	2328		66
	3528		51
	7039		21
	5079		263
	3490		4
	2341		59
	2078		3
	6599		16
	4799		3
	4297		7
	2691		82
	5834		5
	7799		48
	7736		3
	3935		3
	3643		3
	3297		57
	2810		4
	3884		5
	4220		71
	2311		4
	3258		3
	3840		3
	2756		5
	7300		52
	3553		3
	2655		76
	4613		11
	3053		19
	3527		6
	6390		3
	4542		7
	3399		56
	5935		268
	5383		4
	4456		26
	10013		6
	3031		3
	3070		65
	2862		3
	3890		16
	4283		49
	3243		17
	5549		4
	5124		69
	4573		2
	6564		5
	4151		4
	630		73
	3331		291
	2388		56
	3393		70
	7832		8
	3508		55
	4821		3
	3241		53
	4812		3
	3159		17
	3895		2
	6378		5
	1899		3
	4298		19
	3464		3
	3672		43
	8535		172
	2328		32
	3228		1
	3712		188
	3257		4
	4173		65
	4118		65
	2841		90
	4971		5
	7661		6
	2278		1
	4114		3
	2546		56
	3588		111
	2311		3
	3279		2
	2574		3
	8100		213
